date,segment,channel,transactions,transactions_forecast,contacts_offered,contacts_handled,aht_seconds,concurrency_effective,items_resolved,productive_hours,occupancy_achieved,service_level
2026-07-22,NORTH,chat,3701,3671,633,600,526.8,1.6,0,66.16,0.83,0.74
2026-07-22,NORTH,email,3701,3671,362,343,303,1,343,34.8,0.83,0.74
2026-07-22,SOUTH,voice,6360,5946,874,829,429,1,0,118.97,0.83,0.74
2026-07-22,SOUTH,chat,6360,5946,680,645,505.2,1.6,0,68.1,0.83,0.74
2026-07-22,SOUTH,email,6360,5946,388,368,298.8,1,368,36.81,0.83,0.74
2026-07-23,NORTH,voice,3390,3310,767,767,604.8,1,0,156.07,0.83,0.75
2026-07-23,NORTH,chat,3390,3310,596,596,529.2,1.6,0,66.27,0.83,0.75
2026-07-23,NORTH,email,3390,3310,341,341,307.8,1,341,35.32,0.83,0.75
2026-07-23,SOUTH,voice,5882,5701,793,793,423,1,0,112.82,0.83,0.75
2026-07-23,SOUTH,chat,5882,5701,617,617,511.8,1.6,0,66.4,0.83,0.75
2026-07-23,SOUTH,email,5882,5701,353,353,304.8,1,353,36.21,0.83,0.75
2026-07-24,NORTH,voice,3303,3188,725,725,589.8,1,0,150.63,0.79,0.86
2026-07-24,NORTH,chat,3303,3188,564,564,517.8,1.6,0,64.3,0.79,0.86
2026-07-24,NORTH,email,3303,3188,322,322,292.8,1,322,33.22,0.79,0.86
2026-07-24,SOUTH,voice,5751,5437,791,791,418.2,1,0,116.43,0.79,0.86
2026-07-24,SOUTH,chat,5751,5437,615,615,526.2,1.6,0,71.2,0.79,0.86
2026-07-24,SOUTH,email,5751,5437,352,352,301.2,1,352,37.31,0.79,0.86
2026-07-25,NORTH,voice,1701,1615,380,317,577.2,1,0,61.22,0.83,0.74
2026-07-25,NORTH,chat,1701,1615,295,246,511.8,1.6,0,26.36,0.83,0.74
2026-07-25,NORTH,email,1701,1615,169,141,298.8,1,141,14.11,0.83,0.74
2026-07-25,SOUTH,voice,2989,2891,407,340,418.8,1,0,47.61,0.83,0.73
2026-07-25,SOUTH,chat,2989,2891,317,264,511.2,1.6,0,28.27,0.83,0.74
2026-07-25,SOUTH,email,2989,2891,181,151,304.8,1,151,15.41,0.83,0.74
2026-07-26,NORTH,voice,1044,1028,233,187,591,1,0,37.06,0.83,0.74
2026-07-26,NORTH,chat,1044,1028,181,146,510,1.6,0,15.53,0.83,0.73
2026-07-26,NORTH,email,1044,1028,104,84,303,1,84,8.48,0.83,0.73
2026-07-26,SOUTH,voice,1772,1729,236,190,417,1,0,26.49,0.83,0.73
2026-07-26,SOUTH,chat,1772,1729,183,147,520.8,1.6,0,16.04,0.83,0.74
2026-07-26,SOUTH,email,1772,1729,105,84,298.8,1,84,8.45,0.83,0.75
2026-07-27,NORTH,voice,4413,4168,1025,548,571.8,1,0,104.96,0.83,0.74
2026-07-27,NORTH,chat,4413,4168,797,426,511.8,1.6,0,45.66,0.83,0.74
2026-07-27,NORTH,email,4413,4168,455,243,295.8,1,243,24.11,0.83,0.74
2026-07-27,SOUTH,voice,7367,7128,1001,535,414,1,0,74.19,0.83,0.74
2026-07-27,SOUTH,chat,7367,7128,779,417,532.8,1.6,0,46.46,0.83,0.74
2026-07-27,SOUTH,email,7367,7128,445,238,298.8,1,238,23.82,0.83,0.74
2026-07-28,NORTH,voice,3995,3791,930,544,592.2,1,0,107.79,0.83,0.74
2026-07-28,NORTH,chat,3995,3791,723,423,525,1.6,0,46.45,0.83,0.74
2026-07-28,NORTH,email,3995,3791,413,242,301.8,1,242,24.42,0.83,0.73
2026-07-28,SOUTH,voice,6409,6021,876,512,429,1,0,73.57,0.83,0.74
2026-07-28,SOUTH,chat,6409,6021,681,398,535.2,1.6,0,44.58,0.83,0.74
2026-07-28,SOUTH,email,6409,6021,389,228,294,1,228,22.39,0.83,0.73
2026-07-29,NORTH,voice,3794,3607,888,796,571.2,1,0,152.07,0.83,0.74
2026-07-29,NORTH,chat,3794,3607,691,619,511.2,1.6,0,66.19,0.83,0.74
2026-07-29,NORTH,email,3794,3607,395,354,300,1,354,35.54,0.83,0.74
2026-07-29,SOUTH,voice,6598,6628,906,812,426,1,0,115.75,0.83,0.74
2026-07-29,SOUTH,chat,6598,6628,705,632,511.8,1.6,0,67.66,0.83,0.74
2026-07-29,SOUTH,email,6598,6628,403,361,297,1,361,35.9,0.83,0.74
2026-07-30,NORTH,voice,3476,3460,803,764,603,1,0,154.11,0.83,0.74
2026-07-30,NORTH,chat,3476,3460,625,594,529.2,1.6,0,65.77,0.83,0.74
2026-07-30,NORTH,email,3476,3460,357,340,295.8,1,340,33.63,0.83,0.73
2026-07-30,SOUTH,voice,6255,6045,858,816,424.8,1,0,116.06,0.83,0.74
2026-07-30,SOUTH,chat,6255,6045,667,634,508.2,1.6,0,67.4,0.83,0.74
2026-07-30,SOUTH,email,6255,6045,381,362,298.2,1,362,36.14,0.83,0.74
2026-07-31,NORTH,voice,3387,3378,782,782,583.2,1,0,155.26,0.82,0.78
2026-07-31,NORTH,chat,3387,3378,608,608,514.2,1.6,0,66.51,0.82,0.78
2026-07-31,NORTH,email,3387,3378,347,347,294,1,347,34.74,0.82,0.78
2026-07-31,SOUTH,voice,5970,5561,796,796,421.2,1,0,114.12,0.82,0.78
2026-07-31,SOUTH,chat,5970,5561,619,619,505.8,1.6,0,66.66,0.82,0.78
2026-07-31,SOUTH,email,5970,5561,354,354,297,1,354,35.8,0.82,0.78
2026-08-01,NORTH,voice,1723,1641,399,323,571.8,1,0,61.87,0.83,0.74
2026-08-01,NORTH,chat,1723,1641,310,251,505.2,1.6,0,26.52,0.83,0.74
2026-08-01,NORTH,email,1723,1641,177,143,292.8,1,143,14.06,0.83,0.74
2026-08-01,SOUTH,voice,3061,2869,414,335,418.2,1,0,46.91,0.83,0.74
2026-08-01,SOUTH,chat,3061,2869,322,261,517.8,1.6,0,28.26,0.83,0.74
2026-08-01,SOUTH,email,3061,2869,184,149,307.8,1,149,15.36,0.83,0.74
2026-08-02,NORTH,voice,1070,1016,252,192,589.8,1,0,37.84,0.83,0.73
2026-08-02,NORTH,chat,1070,1016,196,149,535.8,1.6,0,16.71,0.83,0.74
2026-08-02,NORTH,email,1070,1016,112,85,303,1,85,8.64,0.83,0.74
2026-08-02,SOUTH,voice,1795,1725,241,183,415.2,1,0,25.45,0.83,0.74
2026-08-02,SOUTH,chat,1795,1725,188,143,510,1.6,0,15.25,0.83,0.74
2026-08-02,SOUTH,email,1795,1725,107,81,300,1,81,8.17,0.83,0.75
2026-08-03,NORTH,voice,4430,4138,1053,800,586.2,1,0,156.9,0.83,0.74
2026-08-03,NORTH,chat,4430,4138,819,622,519,1.6,0,67.55,0.83,0.74
2026-08-03,NORTH,email,4430,4138,468,356,298.8,1,356,35.58,0.83,0.73
2026-08-03,SOUTH,voice,7557,7606,1036,787,427.2,1,0,112.48,0.83,0.74
2026-08-03,SOUTH,chat,7557,7606,806,612,507,1.6,0,64.94,0.83,0.74
2026-08-03,SOUTH,email,7557,7606,461,350,304.2,1,350,35.64,0.83,0.74
2026-08-04,NORTH,voice,3910,3912,938,824,577.8,1,0,159.33,0.83,0.74
2026-08-04,NORTH,chat,3910,3912,729,640,514.2,1.6,0,68.82,0.83,0.74
2026-08-04,NORTH,email,3910,3912,417,366,306,1,366,37.5,0.83,0.74
2026-08-04,SOUTH,voice,6450,6427,871,765,415.8,1,0,106.48,0.83,0.74
2026-08-04,SOUTH,chat,6450,6427,677,594,532.8,1.6,0,66.28,0.83,0.74
2026-08-04,SOUTH,email,6450,6427,387,340,304.8,1,340,34.69,0.83,0.74
2026-08-05,NORTH,voice,3722,3755,887,818,589.2,1,0,161.34,0.83,0.74
2026-08-05,NORTH,chat,3722,3755,690,637,523.2,1.6,0,69.65,0.83,0.74
2026-08-05,NORTH,email,3722,3755,394,364,292.8,1,364,35.65,0.83,0.73
2026-08-05,SOUTH,voice,6325,6136,845,780,409.2,1,0,106.73,0.83,0.74
2026-08-05,SOUTH,chat,6325,6136,657,606,508.8,1.6,0,64.55,0.83,0.74
2026-08-05,SOUTH,email,6325,6136,376,347,303,1,347,35.18,0.83,0.74
2026-08-06,NORTH,voice,3763,3694,899,827,583.2,1,0,161.42,0.83,0.74
2026-08-06,NORTH,chat,3763,3694,699,643,508.2,1.6,0,68.35,0.83,0.74
2026-08-06,NORTH,email,3763,3694,400,368,298.2,1,368,36.71,0.83,0.74
2026-08-06,SOUTH,voice,6127,5867,828,762,417,1,0,106.34,0.83,0.74
2026-08-06,SOUTH,chat,6127,5867,644,593,532.2,1.6,0,65.95,0.83,0.74
2026-08-06,SOUTH,email,6127,5867,368,339,303,1,339,34.34,0.83,0.73
2026-08-07,NORTH,voice,3381,3375,826,795,603,1,0,160.5,0.83,0.74
2026-08-07,NORTH,chat,3381,3375,643,619,508.8,1.6,0,65.91,0.83,0.74
2026-08-07,NORTH,email,3381,3375,367,353,301.8,1,353,35.71,0.83,0.74
2026-08-07,SOUTH,voice,6094,5952,818,788,414,1,0,109.12,0.83,0.74
2026-08-07,SOUTH,chat,6094,5952,636,612,513,1.6,0,65.71,0.83,0.74
2026-08-07,SOUTH,email,6094,5952,363,350,309,1,350,36.14,0.83,0.73
2026-08-08,NORTH,voice,1700,1692,410,337,582,1,0,65.72,0.83,0.74
2026-08-08,NORTH,chat,1700,1692,319,263,507,1.6,0,27.84,0.83,0.73
2026-08-08,NORTH,email,1700,1692,182,150,295.8,1,150,14.84,0.83,0.73
2026-08-08,SOUTH,voice,2850,2764,378,311,427.8,1,0,44.56,0.83,0.74
2026-08-08,SOUTH,chat,2850,2764,294,242,522,1.6,0,26.42,0.83,0.74
2026-08-08,SOUTH,email,2850,2764,168,138,294,1,138,13.6,0.83,0.74
2026-08-09,NORTH,voice,1048,1049,260,197,577.8,1,0,38.05,0.83,0.73
2026-08-09,NORTH,chat,1048,1049,203,154,529.8,1.6,0,17.03,0.83,0.73
2026-08-09,NORTH,email,1048,1049,116,88,301.8,1,88,8.87,0.83,0.73
2026-08-09,SOUTH,voice,1716,1677,233,176,432,1,0,25.48,0.83,0.74
2026-08-09,SOUTH,chat,1716,1677,181,137,513,1.6,0,14.69,0.83,0.74
2026-08-09,SOUTH,email,1716,1677,103,78,304.2,1,78,7.93,0.83,0.73
2026-08-10,NORTH,voice,4387,4178,1083,807,592.8,1,0,160.22,0.83,0.74
2026-08-10,NORTH,chat,4387,4178,843,628,517.8,1.6,0,68.09,0.83,0.74
2026-08-10,NORTH,email,4387,4178,482,359,301.2,1,359,36.19,0.83,0.74
2026-08-10,SOUTH,voice,7603,7503,1044,778,415.2,1,0,108.09,0.83,0.74
2026-08-10,SOUTH,chat,7603,7503,812,605,516,1.6,0,65.33,0.83,0.74
2026-08-10,SOUTH,email,7603,7503,464,346,304.2,1,346,35.19,0.83,0.74
2026-08-11,NORTH,voice,4025,4009,978,830,580.8,1,0,161.48,0.83,0.74
2026-08-11,NORTH,chat,4025,4009,761,646,526.2,1.6,0,71.1,0.83,0.74
2026-08-11,NORTH,email,4025,4009,435,369,298.2,1,369,36.84,0.83,0.74
2026-08-11,SOUTH,voice,6581,6298,892,757,426,1,0,107.99,0.83,0.74
2026-08-11,SOUTH,chat,6581,6298,694,589,505.8,1.6,0,62.37,0.83,0.74
2026-08-11,SOUTH,email,6581,6298,396,336,295.8,1,336,33.31,0.83,0.74
2026-08-12,NORTH,voice,3782,3703,918,796,576,1,0,153.43,0.83,0.74
2026-08-12,NORTH,chat,3782,3703,714,619,520.8,1.6,0,67.46,0.83,0.74
2026-08-12,NORTH,email,3782,3703,408,354,307.2,1,354,36.35,0.83,0.74
2026-08-12,SOUTH,voice,6837,6418,918,796,427.8,1,0,114.01,0.83,0.74
2026-08-12,SOUTH,chat,6837,6418,714,619,505.2,1.6,0,65.39,0.83,0.74
2026-08-12,SOUTH,email,6837,6418,408,354,307.8,1,354,36.46,0.83,0.74
2026-08-13,NORTH,voice,3721,3591,931,805,598.2,1,0,161.15,0.83,0.74
2026-08-13,NORTH,chat,3721,3591,724,626,532.8,1.6,0,69.81,0.83,0.74
2026-08-13,NORTH,email,3721,3591,414,358,307.2,1,358,36.79,0.83,0.74
2026-08-13,SOUTH,voice,6312,6133,856,740,430.8,1,0,106.79,0.83,0.74
2026-08-13,SOUTH,chat,6312,6133,666,576,535.8,1.6,0,64.58,0.83,0.74
2026-08-13,SOUTH,email,6312,6133,381,330,307.8,1,330,33.97,0.83,0.73
2026-08-14,NORTH,voice,3657,3502,902,843,586.8,1,0,165.62,0.83,0.74
2026-08-14,NORTH,chat,3657,3502,702,656,532.2,1.6,0,73.01,0.83,0.74
2026-08-14,NORTH,email,3657,3502,401,375,295.8,1,375,37.13,0.83,0.74
2026-08-14,SOUTH,voice,5716,5380,772,722,432,1,0,104.32,0.83,0.74
2026-08-14,SOUTH,chat,5716,5380,601,562,514.2,1.6,0,60.39,0.83,0.74
2026-08-14,SOUTH,email,5716,5380,343,321,304.2,1,321,32.62,0.83,0.73
2026-08-15,NORTH,voice,1741,1640,431,325,600,1,0,65.35,0.83,0.74
2026-08-15,NORTH,chat,1741,1640,335,253,510,1.6,0,26.98,0.83,0.74
2026-08-15,NORTH,email,1741,1640,191,144,304.2,1,144,14.67,0.83,0.74
2026-08-15,SOUTH,voice,3118,3019,428,323,408,1,0,44.13,0.83,0.74
2026-08-15,SOUTH,chat,3118,3019,333,251,517.8,1.6,0,27.24,0.83,0.74
2026-08-15,SOUTH,email,3118,3019,190,143,304.2,1,143,14.6,0.83,0.75
2026-08-16,NORTH,voice,1100,1055,277,196,585,1,0,38.4,0.83,0.74
2026-08-16,NORTH,chat,1100,1055,216,153,508.2,1.6,0,16.25,0.83,0.74
2026-08-16,NORTH,email,1100,1055,123,87,301.2,1,87,8.77,0.83,0.74
2026-08-16,SOUTH,voice,1835,1770,251,178,427.8,1,0,25.46,0.83,0.73
2026-08-16,SOUTH,chat,1835,1770,196,139,517.8,1.6,0,15.04,0.83,0.73
2026-08-16,SOUTH,email,1835,1770,112,79,306,1,79,8.12,0.83,0.75
2026-08-17,NORTH,voice,4285,4108,1041,793,598.8,1,0,159.02,0.83,0.74
2026-08-17,NORTH,chat,4285,4108,810,617,523.8,1.6,0,67.65,0.83,0.74
2026-08-17,NORTH,email,4285,4108,463,353,306,1,353,36.13,0.83,0.74
2026-08-17,SOUTH,voice,7647,7301,1039,792,409.2,1,0,108.37,0.83,0.74
2026-08-17,SOUTH,chat,7647,7301,808,616,517.8,1.6,0,66.71,0.83,0.74
2026-08-17,SOUTH,email,7647,7301,462,352,298.8,1,352,35.23,0.83,0.74
2026-08-18,NORTH,voice,4239,4254,1038,854,573,1,0,163.8,0.83,0.74
2026-08-18,NORTH,chat,4239,4254,807,664,511.2,1.6,0,70.98,0.83,0.74
2026-08-18,NORTH,email,4239,4254,461,379,301.8,1,379,38.34,0.83,0.74
2026-08-18,SOUTH,voice,6683,6325,904,744,423,1,0,105.31,0.83,0.74
2026-08-18,SOUTH,chat,6683,6325,703,578,507,1.6,0,61.35,0.83,0.74
2026-08-18,SOUTH,email,6683,6325,402,331,301.2,1,331,33.32,0.83,0.74
2026-08-19,NORTH,voice,3912,3850,967,802,597,1,0,160.33,0.83,0.74
2026-08-19,NORTH,chat,3912,3850,752,624,519,1.6,0,67.75,0.83,0.74
2026-08-19,NORTH,email,3912,3850,430,357,306,1,357,36.54,0.83,0.74
2026-08-19,SOUTH,voice,6923,6750,932,773,421.8,1,0,109.23,0.83,0.74
2026-08-19,SOUTH,chat,6923,6750,725,602,520.2,1.6,0,65.44,0.83,0.74
2026-08-19,SOUTH,email,6923,6750,414,344,294,1,344,33.8,0.83,0.73
2026-08-20,NORTH,voice,3728,3615,936,827,598.2,1,0,165.6,0.83,0.74
2026-08-20,NORTH,chat,3728,3615,728,644,517.8,1.6,0,69.73,0.83,0.74
2026-08-20,NORTH,email,3728,3615,416,368,292.8,1,368,36.06,0.83,0.74
2026-08-20,SOUTH,voice,6228,6230,847,749,427.8,1,0,107.25,0.83,0.74
2026-08-20,SOUTH,chat,6228,6230,659,583,505.2,1.6,0,61.54,0.83,0.74
2026-08-20,SOUTH,email,6228,6230,376,332,295.8,1,332,32.93,0.83,0.74
2026-08-21,NORTH,voice,3686,3676,905,830,583.8,1,0,162.31,0.83,0.74
2026-08-21,NORTH,chat,3686,3676,704,646,520.2,1.6,0,70.27,0.83,0.74
2026-08-21,NORTH,email,3686,3676,402,369,304.2,1,369,37.53,0.83,0.74
2026-08-21,SOUTH,voice,6132,5774,822,754,426,1,0,107.54,0.83,0.74
2026-08-21,SOUTH,chat,6132,5774,640,587,508.2,1.6,0,62.4,0.83,0.74
2026-08-21,SOUTH,email,6132,5774,366,336,294,1,336,33.05,0.83,0.74
2026-08-22,NORTH,voice,1734,1619,431,327,573,1,0,62.76,0.83,0.74
2026-08-22,NORTH,chat,1734,1619,335,254,526.2,1.6,0,27.99,0.83,0.74
2026-08-22,NORTH,email,1734,1619,191,145,301.2,1,145,14.61,0.83,0.74
2026-08-22,SOUTH,voice,3196,3005,437,332,412.2,1,0,45.75,0.83,0.74
2026-08-22,SOUTH,chat,3196,3005,340,258,505.2,1.6,0,27.27,0.83,0.74
2026-08-22,SOUTH,email,3196,3005,194,147,295.8,1,147,14.59,0.83,0.74
2026-08-23,NORTH,voice,1076,1040,262,189,601.8,1,0,38.03,0.83,0.73
2026-08-23,NORTH,chat,1076,1040,204,147,517.2,1.6,0,15.89,0.83,0.74
2026-08-23,NORTH,email,1076,1040,116,84,301.8,1,84,8.45,0.83,0.72
2026-08-23,SOUTH,voice,1868,1778,254,183,423,1,0,25.91,0.83,0.74
2026-08-23,SOUTH,chat,1868,1778,198,143,519,1.6,0,15.49,0.83,0.73
2026-08-23,SOUTH,email,1868,1778,113,81,304.2,1,81,8.28,0.83,0.75
